"species"	"order"	"family"	"biomes_salve"	"cerrado_sp"	"limbs"	"reproduction"	"biomes_gard"	"habitat"	"activity"	"cerrado_endemic"	"phylogeny"	"suborder"	"genus"	"year"
"Polychrus acutirostris"	"Squamata"	"Polychrotidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Polychrus"	1825
"Polychrus liogaster"	"Squamata"	"Polychrotidae"	"Amazônia, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Polychrus"	1908
"Polychrus marmoratus"	"Squamata"	"Polychrotidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Polychrus"	1758
"Potamites ecpleopus"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	"Diurnal"	"no"	"yes"	"Sauria"	"Potamites"	1875
"Potamites juruazensis"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Potamites"	1998
"Procellosaurinus erythrocercus"	"Squamata"	"Gymnophthalmidae"	"Caatinga, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Procellosaurinus"	1991
"Procellosaurinus tetradactylus"	"Squamata"	"Gymnophthalmidae"	"Caatinga"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Procellosaurinus"	1991
"Pseudoboa coronata"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Pseudoboa"	1801
"Pseudoboa haasi"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Pseudoboa"	1905
"Pseudoboa martinsi"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Pseudoboa"	2008
"Pseudoboa neuwiedii"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Pseudoboa"	1854
"Pseudoboa nigra"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Grassland/Savanna"	NA	"no"	"yes"	"Serpentes"	"Pseudoboa"	1854
"Pseudoboa serrana"	"Squamata"	"Dipsadidae"	"Mata Atlântica"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Grassland"	NA	"no"	"no"	"Serpentes"	"Pseudoboa"	1995
"Pseudoeryx plicatilis"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado, Pantanal"	"yes"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna/Wetlands"	NA	"no"	"yes"	"Serpentes"	"Pseudoeryx"	1758
"Pseudogonatodes gasconi"	"Squamata"	"Sphaerodactylidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"no"	"Sauria"	"Pseudogonatodes"	2000
"Pseudogonatodes guianensis"	"Squamata"	"Sphaerodactylidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Pseudogonatodes"	1935
"Psilops mucugensis"	"Squamata"	"Gymnophthalmidae"	"Caatinga"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	NA	"Diurnal"	"no"	"yes"	"Sauria"	"Psilops"	2017
"Psilops paeminosus"	"Squamata"	"Gymnophthalmidae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Psilops"	1991
"Psilops seductus"	"Squamata"	"Gymnophthalmidae"	"Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	"Diurnal"	"yes"	"yes"	"Sauria"	"Psilops"	2017
"Psomophis genimaculatus"	"Squamata"	"Dipsadidae"	"Cerrado, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	NA	"no"	"yes"	"Serpentes"	"Psomophis"	1885
"Psomophis joberti"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Sistema Costeiro-Marinho"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland/Savanna"	NA	"no"	"yes"	"Serpentes"	"Psomophis"	1884
"Psomophis obtusus"	"Squamata"	"Dipsadidae"	"Pampa"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	NA	"no"	"yes"	"Serpentes"	"Psomophis"	1863
"Psychosaura agmosticha"	"Squamata"	"Mabuyidae"	"Caatinga, Mata Atlântica"	"no"	"4 well developed limbs"	"viviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Psychosaura"	2000
"Psychosaura macrorhyncha"	"Squamata"	"Mabuyidae"	"Caatinga, Mata Atlântica"	"no"	"4 well developed limbs"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Psychosaura"	1946
"Ptychophis flavovirgatus"	"Squamata"	"Dipsadidae"	"Mata Atlântica, Pampa"	"no"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	NA	"no"	"yes"	"Serpentes"	"Ptychophis"	1915
"Rhachidelus brazili"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	NA	"yes"	"yes"	"Serpentes"	"Rhachidelus"	1908
"Rhachisaurus brachylepis"	"Squamata"	"Gymnophthalmidae"	"Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest"	NA	"yes"	"yes"	"Sauria"	"Rhachisaurus"	1974
"Rhinobothryum lentiginosum"	"Squamata"	"Colubridae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Nocturnal"	"no"	"yes"	"Serpentes"	"Rhinobothryum"	1785
"Riolama grandis"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	NA	NA	NA	NA	"no"	"no"	"Sauria"	"Riolama"	2020
"Riolama stellata"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	NA	NA	NA	NA	"no"	"no"	"Sauria"	"Riolama"	2020
"Rodriguesophis chui"	"Squamata"	"Dipsadidae"	"Caatinga"	"no"	"limbless"	NA	"Deserts & Xeric Shrublands"	"Shrubland"	NA	"no"	"no"	"Serpentes"	"Rodriguesophis"	1993
"Rodriguesophis iglesiasi"	"Squamata"	"Dipsadidae"	"Caatinga, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland/Savanna/Shrubland"	NA	"no"	"yes"	"Serpentes"	"Rodriguesophis"	1915
"Rodriguesophis scriptorcibatus"	"Squamata"	"Dipsadidae"	"Caatinga, Cerrado"	"yes"	"limbless"	NA	"Deserts & Xeric Shrublands"	"Shrubland"	NA	"no"	"no"	"Serpentes"	"Rodriguesophis"	1993
"Rondonops biscutatus"	"Squamata"	"Gymnophthalmidae"	"Amazônia, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	"Diurnal"	"no"	"no"	"Sauria"	"Rondonops"	2015
"Rondonops xanthomystax"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	"Diurnal"	"no"	"no"	"Sauria"	"Rondonops"	2015
"Salvator duseni"	"Squamata"	"Teiidae"	"Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	NA	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	"Diurnal"	"yes"	"yes"	"Sauria"	"Salvator"	1910
"Salvator merianae"	"Squamata"	"Teiidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Shrubland"	"Diurnal"	"no"	"yes"	"Sauria"	"Salvator"	1839
"Scriptosaura catimbau"	"Squamata"	"Gymnophthalmidae"	"Caatinga"	"no"	"limbless"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Scriptosaura"	2008
"Siagonodon cupinensis"	"Squamata"	"Leptotyphlopidae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Shrubland"	NA	"no"	"no"	"Serpentes"	"Siagonodon"	1946
"Siagonodon septemstriatus"	"Squamata"	"Leptotyphlopidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Siagonodon"	1801
"Sibon nebulatus"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Mata Atlântica"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Nocturnal"	"no"	"yes"	"Serpentes"	"Sibon"	1758
"Simophis rhinostoma"	"Squamata"	"Colubridae"	"Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	NA	"yes"	"yes"	"Serpentes"	"Simophis"	1837
"Siphlophis cervinus"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Nocturnal"	"no"	"yes"	"Serpentes"	"Siphlophis"	1768
"Siphlophis compressus"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Nocturnal"	"no"	"yes"	"Serpentes"	"Siphlophis"	1803
"Siphlophis leucocephalus"	"Squamata"	"Dipsadidae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	"Nocturnal"	"no"	"no"	"Serpentes"	"Siphlophis"	1863
"Siphlophis longicaudatus"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Nocturnal"	"no"	"yes"	"Serpentes"	"Siphlophis"	1901
"Siphlophis pulcher"	"Squamata"	"Dipsadidae"	"Mata Atlântica"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna/Shrubland"	"Nocturnal"	"no"	"yes"	"Serpentes"	"Siphlophis"	1820
"Siphlophis worontzowi"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Nocturnal"	"no"	"no"	"Serpentes"	"Siphlophis"	1940
"Sordellina punctata"	"Squamata"	"Dipsadidae"	"Mata Atlântica"	"no"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Sordellina"	1880
"Spilotes pullatus"	"Squamata"	"Colubridae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	"Diurnal"	"no"	"yes"	"Serpentes"	"Spilotes"	1758
"Spilotes sulphureus"	"Squamata"	"Colubridae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Serpentes"	"Spilotes"	1824
"Stenocercus albolineatus"	"Squamata"	"Tropiduridae"	"Amazônia, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	"Diurnal"	"yes"	"yes"	"Sauria"	"Stenocercus"	2015
"Stenocercus azureus"	"Squamata"	"Tropiduridae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland"	"Diurnal"	"no"	"yes"	"Sauria"	"Stenocercus"	1880
"Stenocercus caducus"	"Squamata"	"Tropiduridae"	"Amazônia, Cerrado, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Stenocercus"	1863
"Stenocercus canastra"	"Squamata"	"Tropiduridae"	"Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	NA	NA	"yes"	"no"	"Sauria"	"Stenocercus"	2019
"Stenocercus dumerilii"	"Squamata"	"Tropiduridae"	"Amazônia, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Stenocercus"	1867
"Stenocercus fimbriatus"	"Squamata"	"Tropiduridae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Sauria"	"Stenocercus"	1995
"Stenocercus quinarius"	"Squamata"	"Tropiduridae"	"Cerrado"	"yes"	"4 well developed limbs"	NA	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"yes"	"yes"	"Sauria"	"Stenocercus"	2006
"Stenocercus roseiventris"	"Squamata"	"Tropiduridae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Stenocercus"	1837
"Stenocercus sinesaccus"	"Squamata"	"Tropiduridae"	"Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"yes"	"yes"	"Sauria"	"Stenocercus"	2005
"Stenocercus squarrosus"	"Squamata"	"Tropiduridae"	"Caatinga, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Stenocercus"	2006
"Stenocercus tricristatus"	"Squamata"	"Tropiduridae"	"Desconhecido"	"no"	"4 well developed limbs"	NA	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	NA	NA	"no"	"no"	"Sauria"	"Stenocercus"	1851
"Stenolepis ridleyi"	"Squamata"	"Gymnophthalmidae"	"Caatinga, Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Forest/Savanna"	NA	"no"	"yes"	"Sauria"	"Stenolepis"	1887
"Strobilurus torquatus"	"Squamata"	"Tropiduridae"	"Caatinga, Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Strobilurus"	1834
"Tachymenis ocellata"	"Squamata"	"Dipsadidae"	"Pampa"	"no"	"limbless"	"viviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	NA	NA	"no"	"no"	"Serpentes"	"Tachymenis"	1854
"Taeniophallus brevirostris"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Taeniophallus"	1863
"Taeniophallus nicagus"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Taeniophallus"	1868
"Tantilla boipiranga"	"Squamata"	"Colubridae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna/Rocky"	NA	"no"	"no"	"Serpentes"	"Tantilla"	2003
"Tantilla melanocephala"	"Squamata"	"Colubridae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Tantilla"	1758
"Teius oculatus"	"Squamata"	"Teiidae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"4 well developed limbs"	"oviparous"	"Temperate Grasslands, Savannas & Shrublands"	"Forest/Grassland/Shrubland"	"Diurnal"	"no"	"no"	"Sauria"	"Teius"	1837
"Teius teyou"	"Squamata"	"Teiidae"	"Pantanal"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna/Shrubland"	"Diurnal"	"no"	"yes"	"Sauria"	"Teius"	1802
"Thamnodynastes longicaudus"	"Squamata"	"Dipsadidae"	"Mata Atlântica"	"no"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Grassland"	"Nocturnal"	"no"	"no"	"Serpentes"	"Thamnodynastes"	2003
"Thamnodynastes pallidus"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Shrubland"	NA	"no"	"yes"	"Serpentes"	"Thamnodynastes"	1758
"Thamnodynastes sertanejo"	"Squamata"	"Dipsadidae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"limbless"	"viviparous"	"Deserts & Xeric Shrublands"	"Shrubland"	NA	"no"	"no"	"Serpentes"	"Thamnodynastes"	2005
"Thamnodynastes silvai"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"viviparous"	NA	"Grassland"	"Nocturnal"	"no"	"no"	"Serpentes"	"Thamnodynastes"	2021
"Thecadactylus rapicauda"	"Squamata"	"Phyllodactylidae"	"Amazônia, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	"Nocturnal"	"no"	"yes"	"Sauria"	"Thecadactylus"	1782
"Thecadactylus solimoensis"	"Squamata"	"Phyllodactylidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Nocturnal"	"no"	"yes"	"Sauria"	"Thecadactylus"	2007
"Tomodon dorsatus"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Tomodon"	1854
"Trachylepis atlantica"	"Squamata"	"Mabuyidae"	"Mata Atlântica, Sistema Costeiro-Marinho"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Trachylepis"	1945
"Tretioscincus agilis"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Tretioscincus"	1916
"Tretioscincus oriximinensis"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Tretioscincus"	1995
"Trilepida acutirostris"	"Squamata"	"Leptotyphlopidae"	"Cerrado"	"yes"	"limbless"	NA	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	NA	NA	"yes"	"no"	"Serpentes"	"Trilepida"	2011
"Trilepida brasiliensis"	"Squamata"	"Leptotyphlopidae"	"Caatinga, Cerrado, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Savanna/Shrubland"	NA	"yes"	"yes"	"Serpentes"	"Trilepida"	1949
"Trilepida dimidiata"	"Squamata"	"Leptotyphlopidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	NA	"no"	"yes"	"Serpentes"	"Trilepida"	1861
"Trilepida fuliginosa"	"Squamata"	"Leptotyphlopidae"	"Amazônia, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"yes"	"no"	"Serpentes"	"Trilepida"	2006
"Trilepida jani"	"Squamata"	"Leptotyphlopidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland"	NA	"yes"	"no"	"Serpentes"	"Trilepida"	2012
"Trilepida koppesi"	"Squamata"	"Leptotyphlopidae"	"Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland/Savanna"	NA	"yes"	"yes"	"Serpentes"	"Trilepida"	1955
"Trilepida macrolepis"	"Squamata"	"Leptotyphlopidae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Trilepida"	1858
"Trilepida salgueiroi"	"Squamata"	"Leptotyphlopidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Shrubland"	"Nocturnal"	"no"	"no"	"Serpentes"	"Trilepida"	1955
"Tropidodryas serra"	"Squamata"	"Dipsadidae"	"Mata Atlântica"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Serpentes"	"Tropidodryas"	1837
"Tropidodryas striaticeps"	"Squamata"	"Dipsadidae"	"Caatinga, Cerrado, Mata Atlântica, Pampa"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Serpentes"	"Tropidodryas"	1870
"Tropidophis grapiuna"	"Squamata"	"Tropidophiidae"	"Mata Atlântica"	"no"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Nocturnal"	"no"	"no"	"Serpentes"	"Tropidophis"	2012
"Tropidophis paucisquamis"	"Squamata"	"Tropidophiidae"	"Mata Atlântica"	"no"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Nocturnal"	"no"	"no"	"Serpentes"	"Tropidophis"	1901
"Tropidophis preciosus"	"Squamata"	"Tropidophiidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"viviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland/Savanna"	"Nocturnal"	"yes"	"no"	"Serpentes"	"Tropidophis"	2012
"Tropidurus callathelys"	"Squamata"	"Tropiduridae"	"Amazônia"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna/Rocky"	"Diurnal"	"yes"	"yes"	"Sauria"	"Tropidurus"	1998
"Tropidurus catalanensis"	"Squamata"	"Tropiduridae"	"Mata Atlântica, Pampa"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Rocky"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	1983
"Tropidurus chromatops"	"Squamata"	"Tropiduridae"	"Amazônia"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Dry Broadleaf Forests"	"Forest/Rocky/Savanna/Shrubland"	"Diurnal"	"yes"	"yes"	"Sauria"	"Tropidurus"	1998
"Tropidurus cocorobensis"	"Squamata"	"Tropiduridae"	"Caatinga"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	1987
"Tropidurus erythrocephalus"	"Squamata"	"Tropiduridae"	"Caatinga"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Forest/Rocky/Shrubland"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	1987
"Tropidurus etheridgei"	"Squamata"	"Tropiduridae"	"Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	1982
"Tropidurus helenae"	"Squamata"	"Tropiduridae"	"Caatinga"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	1990
"Tropidurus hispidus"	"Squamata"	"Tropiduridae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Rocky/Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	1825
"Tropidurus hygomi"	"Squamata"	"Tropiduridae"	"Mata Atlântica, Sistema Costeiro-Marinho"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Shrubland"	"Diurnal"	"no"	"yes"	"Sauria"	"Tropidurus"	1862
